company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label,funding_ordinal,hiring_pressure,sector_clean,city_clean,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing,3,0.1565217391304348,D2C,Bengaluru,16.454567959008102,0.1430831996435487,1,0.10434782608695652,42
IndiaStartup_0745,Semiconductor,Nagpur,2021,327,Series A,25000000,135,21,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,22,Remote,0,1,0,High Desirability,3,0.06422018348623854,Semiconductor,Nagpur,17.034386422832473,0.05209292484046628,4,0.0672782874617737,270
IndiaStartup_0746,D2C,Surat,2024,22,Series B,100000,117,1,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,On-site,0,0,0,High Desirability,4,0.045454545454545456,D2C,Surat,11.51293546492023,0.523315248405465,1,0.2727272727272727,117
IndiaStartup_0747,DevTools,Delhi,2021,207,Series A,2000000,22,37,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,11,Remote,0,1,1,High Desirability,3,0.178743961352657,DevTools,Delhi,14.508658238524095,0.07009013641799079,4,0.05314009661835749,44
IndiaStartup_0748,Climate Tech,Gurugram,2017,315,Bootstrapped,25000000,73,25,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,21,Remote,0,0,0,High Desirability,0,0.07936507936507936,Climate Tech,Gurugram,17.034386422832473,0.054077417215341185,8,0.06666666666666667,73
IndiaStartup_0749,SpaceTech,Pune,2024,323,Pre-Series A,10000000,142,26,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,13,Remote,0,0,0,Emerging,2,0.0804953560371517,SpaceTech,Pune,16.118095750958314,0.04990122523516506,1,0.04024767801857585,142
IndiaStartup_0750,Climate Tech,Noida,2025,325,Series B,250000,58,60,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,15,Remote,0,0,0,Emerging,4,0.18461538461538463,Climate Tech,Noida,12.429220196836383,0.03824375445180425,0,0.046153846153846156,58
IndiaStartup_0751,HR Tech,Kochi,2023,109,Series B,5000000,85,16,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,27,Remote,0,0,0,Growing,4,0.14678899082568808,HR Tech,Kochi,15.424948670398354,0.14151329055411335,2,0.24770642201834864,85
IndiaStartup_0752,Semiconductor,Indore,2023,302,Bootstrapped,100000,54,14,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,1,0,High Desirability,0,0.046357615894039736,Semiconductor,Indore,11.51293546492023,0.03812230286397427,2,0.026490066225165563,108
IndiaStartup_0753,AI,Noida,2016,101,Seed,10000000,107,3,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,On-site,0,1,0,Growing,1,0.0297029702970297,AI,Noida,16.118095750958314,0.15958510644513182,9,0.0297029702970297,214
IndiaStartup_0754,AI,Jaipur,2019,358,Series B,1000000,64,68,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,23,Remote,0,1,0,Emerging,4,0.18994413407821228,AI,Jaipur,13.815511557963774,0.03859081440772004,6,0.06424581005586592,128
IndiaStartup_0755,SpaceTech,Indore,2022,292,Series B,5000000,44,38,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Hybrid,0,0,0,Growing,4,0.13013698630136986,SpaceTech,Indore,15.424948670398354,0.052825166679446416,3,0.09246575342465753,44
IndiaStartup_0756,SaaS,Nagpur,2024,89,Bootstrapped,5000000,107,5,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,17,Remote,0,0,0,Growing,0,0.056179775280898875,SaaS,Nagpur,15.424948670398354,0.1733140300044759,1,0.19101123595505617,107
IndiaStartup_0757,FinTech,Pune,2016,42,Series A,2000000,55,2,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,17,Hybrid,0,0,0,High Desirability,3,0.047619047619047616,FinTech,Pune,14.508658238524095,0.3454442437743832,9,0.40476190476190477,55
IndiaStartup_0758,Logistics,Noida,2024,179,Seed,0,88,8,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,22,On-site,0,0,0,Growing,1,0.0446927374301676,Logistics,Noida,0.0,0.0,1,0.12290502793296089,88
IndiaStartup_0759,Semiconductor,Indore,2018,158,Series B,2000000,131,26,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,10,On-site,0,1,0,Emerging,4,0.16455696202531644,Semiconductor,Indore,14.508658238524095,0.09182695087673479,7,0.06329113924050633,262
IndiaStartup_0760,Climate Tech,Surat,2025,175,Bootstrapped,25000000,150,10,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Emerging,0,0.05714285714285714,Climate Tech,Surat,17.034386422832473,0.09733935098761413,0,0.022857142857142857,150
IndiaStartup_0761,Robotics,Mumbai,2018,241,Bootstrapped,2000000,178,46,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,15,On-site,0,1,1,High Desirability,0,0.1908713692946058,Robotics,Mumbai,14.508658238524095,0.0602019014046643,7,0.06224066390041494,356
IndiaStartup_0762,HR Tech,Pune,2022,258,Bootstrapped,0,87,29,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,4,On-site,0,0,0,High Desirability,0,0.1124031007751938,HR Tech,Pune,0.0,0.0,3,0.015503875968992248,87
IndiaStartup_0763,D2C,Mumbai,2023,201,Seed,500000,32,25,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Remote,0,0,1,High Desirability,1,0.12437810945273632,D2C,Mumbai,13.122365377402328,0.06528539988757377,2,0.014925373134328358,32
IndiaStartup_0764,HealthTech,Nagpur,2017,217,Bootstrapped,250000,64,39,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,9,Hybrid,0,0,0,Emerging,0,0.17972350230414746,HealthTech,Nagpur,12.429220196836383,0.05727751242781743,8,0.041474654377880185,64
IndiaStartup_0765,DeepTech,Ahmedabad,2017,184,Series B,250000,39,32,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,9,On-site,0,1,0,Emerging,4,0.17391304347826086,DeepTech,Ahmedabad,12.429220196836383,0.06755010976541512,8,0.04891304347826087,78
IndiaStartup_0766,Robotics,Kochi,2020,380,Series A,10000000,77,57,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,24,Hybrid,0,1,0,Growing,3,0.15,Robotics,Kochi,16.118095750958314,0.0424160414498903,5,0.06315789473684211,154
IndiaStartup_0767,Robotics,Noida,2021,44,Series A,1000000,148,3,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,26,Hybrid,0,1,0,High Desirability,3,0.06818181818181818,Robotics,Noida,13.815511557963774,0.31398889904463123,4,0.5909090909090909,296
IndiaStartup_0768,Climate Tech,Surat,2021,180,Seed,2000000,125,8,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,25,On-site,0,0,0,Growing,1,0.044444444444444446,Climate Tech,Surat,14.508658238524095,0.08060365688068942,4,0.1388888888888889,125
IndiaStartup_0769,DeepTech,Delhi,2016,176,Pre-Series A,500000,115,15,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,9,On-site,0,1,1,Growing,2,0.08522727272727272,DeepTech,Delhi,13.122365377402328,0.07455889418978595,9,0.05113636363636364,230
IndiaStartup_0770,D2C,Nagpur,2023,319,Seed,500000,9,17,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,8,On-site,0,0,0,High Desirability,1,0.05329153605015674,D2C,Nagpur,13.122365377402328,0.041135941621950875,2,0.025078369905956112,9
IndiaStartup_0771,Semiconductor,Indore,2021,288,Seed,100000,32,54,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,7,Hybrid,0,1,0,Emerging,1,0.1875,Semiconductor,Indore,11.51293546492023,0.03997547036430635,4,0.024305555555555556,64
IndiaStartup_0772,D2C,Nagpur,2018,72,Pre-Series A,25000000,33,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,19,On-site,0,0,0,Emerging,2,0.1388888888888889,D2C,Nagpur,17.034386422832473,0.23658870031711768,7,0.2638888888888889,33
IndiaStartup_0773,HR Tech,Hyderabad,2018,239,Series B,1000000,9,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,0,1,High Desirability,4,0.15481171548117154,HR Tech,Hyderabad,13.815511557963774,0.057805487690225,7,0.11297071129707113,9
IndiaStartup_0774,EdTech,Gurugram,2021,151,Bootstrapped,500000,118,25,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,20,Remote,0,0,0,Growing,0,0.16556291390728478,EdTech,Gurugram,13.122365377402328,0.08690308196955185,4,0.13245033112582782,118
IndiaStartup_0775,HealthTech,Hyderabad,2016,373,Series A,5000000,154,67,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,10,Hybrid,0,0,1,Growing,3,0.17962466487935658,HealthTech,Hyderabad,15.424948670398354,0.04135374978659076,9,0.02680965147453083,154
IndiaStartup_0776,AI,Kochi,2018,357,Pre-Series A,250000,103,56,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,14,Remote,0,1,0,High Desirability,2,0.1568627450980392,AI,Kochi,12.429220196836383,0.034815742848281185,7,0.0392156862745098,206
IndiaStartup_0777,D2C,Nagpur,2020,293,Seed,1000000,27,16,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,16,On-site,0,0,0,Emerging,1,0.05460750853242321,D2C,Nagpur,13.815511557963774,0.04715191658008114,5,0.05460750853242321,27
IndiaStartup_0778,D2C,Chennai,2017,208,Series A,500000,154,28,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,26,On-site,0,0,0,High Desirability,3,0.1346153846153846,D2C,Chennai,13.122365377402328,0.06308829508366504,8,0.125,154
IndiaStartup_0779,Semiconductor,Pune,2023,32,Bootstrapped,10000000,72,1,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,6,On-site,0,1,0,Emerging,0,0.03125,Semiconductor,Pune,16.118095750958314,0.5036904922174473,2,0.1875,144
IndiaStartup_0780,AI,Delhi,2018,389,Bootstrapped,2000000,12,15,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,22,Hybrid,0,1,1,Growing,0,0.038560411311053984,AI,Delhi,14.508658238524095,0.037297321949933404,7,0.056555269922879174,24
IndiaStartup_0781,SaaS,Gurugram,2021,145,Seed,500000,9,6,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,24,Remote,0,0,0,Emerging,1,0.041379310344827586,SaaS,Gurugram,13.122365377402328,0.09049907156829191,4,0.16551724137931034,9
IndiaStartup_0782,HealthTech,Chennai,2025,176,Seed,2000000,96,32,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,8,On-site,0,0,0,High Desirability,1,0.18181818181818182,HealthTech,Chennai,14.508658238524095,0.08243555817343236,0,0.045454545454545456,96
IndiaStartup_0783,DevTools,Noida,2016,383,Bootstrapped,2000000,52,34,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,12,On-site,0,1,0,High Desirability,0,0.08877284595300261,DevTools,Noida,14.508658238524095,0.037881614199801815,9,0.031331592689295036,104
IndiaStartup_0784,SpaceTech,Indore,2025,138,Bootstrapped,5000000,163,15,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,0,0,High Desirability,0,0.10869565217391304,SpaceTech,Indore,15.424948670398354,0.11177499036520547,0,0.07971014492753623,163
IndiaStartup_0785,Robotics,Pune,2024,150,Pre-Series A,10000000,7,13,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,Remote,0,1,0,High Desirability,2,0.08666666666666667,Robotics,Pune,16.118095750958314,0.10745397167305543,1,0.16,14
IndiaStartup_0786,AgriTech,Gurugram,2025,237,Seed,0,103,9,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Hybrid,0,0,0,Emerging,1,0.0379746835443038,AgriTech,Gurugram,0.0,0.0,0,0.004219409282700422,103
IndiaStartup_0787,HR Tech,Jaipur,2017,196,Seed,2000000,57,27,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,28,On-site,0,0,0,Emerging,1,0.1377551020408163,HR Tech,Jaipur,14.508658238524095,0.07402376652308212,8,0.14285714285714285,57
IndiaStartup_0788,AgriTech,Mumbai,2020,354,Series B,500000,149,57,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,2,On-site,0,0,1,Growing,4,0.16101694915254236,AgriTech,Mumbai,13.122365377402328,0.03706882874972409,5,0.005649717514124294,149
IndiaStartup_0789,FinTech,Bengaluru,2025,326,Series A,2000000,104,31,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,23,On-site,0,0,1,Growing,3,0.0950920245398773,FinTech,Bengaluru,14.508658238524095,0.04450508662123956,0,0.0705521472392638,104
IndiaStartup_0790,FinTech,Gurugram,2025,159,Pre-Series A,5000000,68,25,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,1,Hybrid,0,0,0,Emerging,2,0.15723270440251572,FinTech,Gurugram,15.424948670398354,0.0970122557886689,0,0.006289308176100629,68
IndiaStartup_0791,SaaS,Bengaluru,2022,199,Bootstrapped,100000,176,6,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,27,Hybrid,0,0,1,Emerging,0,0.03015075376884422,SaaS,Bengaluru,11.51293546492023,0.05785394705990065,3,0.135678391959799,176
IndiaStartup_0792,AgriTech,Indore,2017,307,Pre-Series A,500000,40,47,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,2,Remote,0,0,0,Growing,2,0.15309446254071662,AgriTech,Indore,13.122365377402328,0.042743861164176965,8,0.006514657980456026,40
IndiaStartup_0793,HR Tech,Hyderabad,2022,244,Pre-Series A,0,132,15,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,14,Hybrid,0,0,1,High Desirability,2,0.06147540983606557,HR Tech,Hyderabad,0.0,0.0,3,0.05737704918032787,132
IndiaStartup_0794,SpaceTech,Nagpur,2020,58,Series B,500000,34,8,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,24,Remote,0,0,0,Emerging,4,0.13793103448275862,SpaceTech,Nagpur,13.122365377402328,0.2262476789207298,5,0.41379310344827586,34
IndiaStartup_0795,DevTools,Pune,2025,371,Pre-Series A,250000,142,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,1,On-site,0,1,0,High Desirability,2,0.04582210242587601,DevTools,Pune,12.429220196836383,0.033501941231364914,0,0.0026954177897574125,284
IndiaStartup_0796,FinTech,Gurugram,2019,16,Bootstrapped,100000,157,1,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,On-site,0,0,0,High Desirability,0,0.0625,FinTech,Gurugram,11.51293546492023,0.7195584665575143,6,0.375,157
IndiaStartup_0797,SpaceTech,Gurugram,2020,344,Bootstrapped,500000,37,48,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,On-site,0,0,0,Growing,0,0.13953488372093023,SpaceTech,Gurugram,13.122365377402328,0.03814641098082072,5,0.00872093023255814,37
IndiaStartup_0798,HR Tech,Mumbai,2025,327,Seed,1000000,113,40,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,0,1,High Desirability,1,0.12232415902140673,HR Tech,Mumbai,13.815511557963774,0.04224927081946108,0,0.03363914373088685,113
IndiaStartup_0799,FinTech,Delhi,2025,330,Series B,500000,18,54,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,12,Remote,0,0,1,Emerging,4,0.16363636363636364,FinTech,Delhi,13.122365377402328,0.03976474356788584,0,0.03636363636363636,18
IndiaStartup_0800,Semiconductor,Gurugram,2024,140,Series B,0,137,26,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,On-site,0,1,0,Growing,4,0.18571428571428572,Semiconductor,Gurugram,0.0,0.0,1,0.12142857142857143,274
IndiaStartup_0801,Semiconductor,Mumbai,2020,204,Pre-Series A,100000,148,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,26,On-site,0,1,1,High Desirability,2,0.18137254901960784,Semiconductor,Mumbai,11.51293546492023,0.05643595816137367,5,0.12745098039215685,296
IndiaStartup_0802,AgriTech,Nagpur,2018,339,Series A,1000000,154,63,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Remote,0,0,0,High Desirability,3,0.18584070796460178,AgriTech,Nagpur,13.815511557963774,0.04075372140992264,7,0.032448377581120944,154
IndiaStartup_0803,Semiconductor,Chennai,2024,104,Series B,100000,31,11,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Remote,0,1,0,Growing,4,0.10576923076923077,Semiconductor,Chennai,11.51293546492023,0.1107013025473099,1,0.009615384615384616,62
IndiaStartup_0804,AI,Indore,2017,58,Series A,0,179,4,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,26,Remote,0,1,0,Emerging,3,0.06896551724137931,AI,Indore,0.0,0.0,8,0.4482758620689655,358
IndiaStartup_0805,Logistics,Gurugram,2025,298,Series A,100000,61,12,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Hybrid,0,0,0,Emerging,3,0.040268456375838924,Logistics,Gurugram,11.51293546492023,0.03863401162724909,0,0.07046979865771812,61
IndiaStartup_0806,Logistics,Indore,2021,119,Series B,25000000,163,20,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,15,On-site,0,0,0,Growing,4,0.16806722689075632,Logistics,Indore,17.034386422832473,0.1431461043935502,4,0.12605042016806722,163
IndiaStartup_0807,HR Tech,Surat,2016,369,Seed,500000,26,58,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,On-site,0,0,0,Emerging,1,0.15718157181571815,HR Tech,Surat,13.122365377402328,0.035561965792418236,9,0.06504065040650407,26
IndiaStartup_0808,AgriTech,Ahmedabad,2021,110,Series A,250000,95,4,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,7,Remote,0,0,0,High Desirability,3,0.03636363636363636,AgriTech,Ahmedabad,12.429220196836383,0.11299291088033075,4,0.06363636363636363,95
IndiaStartup_0809,Logistics,Ahmedabad,2025,193,Bootstrapped,10000000,165,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,10,On-site,0,0,0,Growing,0,0.06217616580310881,Logistics,Ahmedabad,16.118095750958314,0.08351344948683065,0,0.05181347150259067,165
IndiaStartup_0810,HR Tech,Kochi,2019,93,Series B,25000000,101,11,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,10,Remote,0,0,0,Growing,4,0.11827956989247312,HR Tech,Kochi,17.034386422832473,0.18316544540680077,6,0.10752688172043011,101
IndiaStartup_0811,HealthTech,Bengaluru,2018,374,Pre-Series A,500000,29,12,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,1,On-site,0,0,1,High Desirability,2,0.03208556149732621,HealthTech,Bengaluru,13.122365377402328,0.035086538442252214,7,0.00267379679144385,29
IndiaStartup_0812,D2C,Nagpur,2023,276,Series A,500000,34,34,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,24,Remote,0,0,0,Emerging,3,0.12318840579710146,D2C,Nagpur,13.122365377402328,0.04754480209203742,2,0.08695652173913043,34
IndiaStartup_0813,D2C,Delhi,2025,258,Series A,0,65,46,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,22,Remote,0,0,1,High Desirability,3,0.17829457364341086,D2C,Delhi,0.0,0.0,0,0.08527131782945736,65
IndiaStartup_0814,Semiconductor,Jaipur,2016,124,Series B,500000,114,6,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,27,On-site,0,1,0,Growing,4,0.04838709677419355,Semiconductor,Jaipur,13.122365377402328,0.10582552723711555,9,0.21774193548387097,228
IndiaStartup_0815,SpaceTech,Chennai,2020,283,Series B,0,56,18,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,13,Hybrid,0,0,0,High Desirability,4,0.0636042402826855,SpaceTech,Chennai,0.0,0.0,5,0.045936395759717315,56
IndiaStartup_0816,Robotics,Ahmedabad,2021,31,Seed,2000000,129,2,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,11,Hybrid,0,1,0,Emerging,1,0.06451612903225806,Robotics,Ahmedabad,14.508658238524095,0.4680212335007773,4,0.3548387096774194,258
IndiaStartup_0817,D2C,Indore,2020,155,Series B,500000,67,25,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,1,Remote,0,0,0,High Desirability,4,0.16129032258064516,D2C,Indore,13.122365377402328,0.08466042178969244,5,0.0064516129032258064,67
IndiaStartup_0818,AgriTech,Jaipur,2020,291,Series A,5000000,179,56,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,7,Remote,0,0,0,Emerging,3,0.19243986254295534,AgriTech,Jaipur,15.424948670398354,0.053006696461850016,5,0.024054982817869417,179
IndiaStartup_0819,HealthTech,Jaipur,2022,127,Series A,250000,74,16,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,27,On-site,0,0,0,Growing,3,0.12598425196850394,HealthTech,Jaipur,12.429220196836383,0.0978678755656408,3,0.2125984251968504,74
IndiaStartup_0820,HealthTech,Nagpur,2023,6,Series A,25000000,122,1,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,23,Remote,0,0,0,High Desirability,3,0.16666666666666666,HealthTech,Nagpur,17.034386422832473,2.8390644038054123,2,3.8333333333333335,122
IndiaStartup_0821,Climate Tech,Surat,2021,195,Series A,10000000,113,26,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,5,Remote,0,0,0,Growing,3,0.13333333333333333,Climate Tech,Surat,16.118095750958314,0.08265690128696572,4,0.02564102564102564,113
IndiaStartup_0822,SpaceTech,Nagpur,2016,388,Series B,2000000,129,28,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,18,Remote,0,0,0,Emerging,4,0.07216494845360824,SpaceTech,Nagpur,14.508658238524095,0.03739344906836107,9,0.04639175257731959,129
IndiaStartup_0823,SaaS,Bengaluru,2016,396,Seed,1000000,41,71,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,30,Hybrid,0,0,1,Emerging,1,0.17929292929292928,SaaS,Bengaluru,13.815511557963774,0.03488765544940347,9,0.07575757575757576,41
IndiaStartup_0824,SpaceTech,Ahmedabad,2023,78,Bootstrapped,500000,49,15,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,28,Remote,0,0,0,Emerging,0,0.19230769230769232,SpaceTech,Ahmedabad,13.122365377402328,0.1682354535564401,2,0.358974358974359,49
IndiaStartup_0825,EdTech,Jaipur,2016,110,Pre-Series A,0,165,4,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,16,Remote,0,0,0,High Desirability,2,0.03636363636363636,EdTech,Jaipur,0.0,0.0,9,0.14545454545454545,165
IndiaStartup_0826,Logistics,Ahmedabad,2017,246,Bootstrapped,250000,16,14,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,1,Remote,0,0,0,High Desirability,0,0.056910569105691054,Logistics,Ahmedabad,12.429220196836383,0.05052528535299342,8,0.0040650406504065045,16
IndiaStartup_0827,HR Tech,Bengaluru,2019,179,Series A,250000,154,14,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,20,Remote,0,0,1,Emerging,3,0.0782122905027933,HR Tech,Bengaluru,12.429220196836383,0.06943698433986806,6,0.11173184357541899,154
IndiaStartup_0828,HealthTech,Gurugram,2021,376,Bootstrapped,10000000,116,69,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,25,On-site,0,0,0,Growing,0,0.18351063829787234,HealthTech,Gurugram,16.118095750958314,0.04286727593339977,4,0.06648936170212766,116
IndiaStartup_0829,Semiconductor,Delhi,2019,30,Bootstrapped,250000,142,1,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,30,Remote,0,1,1,Emerging,0,0.03333333333333333,Semiconductor,Delhi,12.429220196836383,0.4143073398945461,6,1.0,284
IndiaStartup_0830,HR Tech,Chennai,2018,278,Series B,0,52,47,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,8,Remote,0,0,0,Growing,4,0.16906474820143885,HR Tech,Chennai,0.0,0.0,7,0.02877697841726619,52
IndiaStartup_0831,FinTech,Surat,2020,176,Bootstrapped,25000000,173,14,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,7,On-site,0,0,0,Emerging,0,0.07954545454545454,FinTech,Surat,17.034386422832473,0.09678628649336632,5,0.03977272727272727,173
IndiaStartup_0832,HR Tech,Surat,2017,180,Series B,250000,107,19,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,24,On-site,0,0,0,Growing,4,0.10555555555555556,HR Tech,Surat,12.429220196836383,0.06905122331575768,8,0.13333333333333333,107
IndiaStartup_0833,DeepTech,Indore,2021,263,Series A,10000000,38,34,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,27,Hybrid,0,1,0,Emerging,3,0.12927756653992395,DeepTech,Indore,16.118095750958314,0.06128553517474644,4,0.10266159695817491,76
IndiaStartup_0834,DeepTech,Delhi,2022,233,Seed,500000,18,12,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,27,Remote,0,1,1,Emerging,1,0.05150214592274678,DeepTech,Delhi,13.122365377402328,0.056319164709881235,3,0.11587982832618025,36
IndiaStartup_0835,SaaS,Bengaluru,2016,61,Pre-Series A,25000000,128,4,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,17,Hybrid,0,0,1,Emerging,2,0.06557377049180328,SaaS,Bengaluru,17.034386422832473,0.2792522364398766,9,0.2786885245901639,128
IndiaStartup_0836,DeepTech,Gurugram,2020,219,Series A,10000000,141,26,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,1,0,High Desirability,3,0.1187214611872146,DeepTech,Gurugram,16.118095750958314,0.07359861073496947,5,0.0502283105022831,282
IndiaStartup_0837,Climate Tech,Nagpur,2020,371,Series A,100000,41,43,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,20,Hybrid,0,0,0,Growing,3,0.11590296495956873,Climate Tech,Nagpur,11.51293546492023,0.03103217106447501,5,0.05390835579514825,41
IndiaStartup_0838,HealthTech,Nagpur,2023,364,Seed,2000000,34,13,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Growing,1,0.03571428571428571,HealthTech,Nagpur,14.508658238524095,0.03985895120473652,2,0.01098901098901099,34
IndiaStartup_0839,DeepTech,Surat,2018,5,Series A,2000000,90,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,21,On-site,0,1,0,Growing,3,0.2,DeepTech,Surat,14.508658238524095,2.901731647704819,7,4.2,180
IndiaStartup_0840,DeepTech,Gurugram,2021,77,Bootstrapped,250000,131,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,On-site,0,1,0,Growing,0,0.12987012987012986,DeepTech,Gurugram,12.429220196836383,0.16141844411475822,4,0.2727272727272727,262
IndiaStartup_0841,DevTools,Gurugram,2019,272,Seed,1000000,72,10,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,15,On-site,0,1,0,Growing,1,0.03676470588235294,DevTools,Gurugram,13.815511557963774,0.05079232190427858,6,0.05514705882352941,144
IndiaStartup_0842,Logistics,Chennai,2020,256,Bootstrapped,100000,15,12,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,1,Hybrid,0,0,0,Emerging,0,0.046875,Logistics,Chennai,11.51293546492023,0.044972404159844645,5,0.00390625,15
